Name,Text,Summary
021.txt,"Obituary: Dame Alicia Markova

Dame Alicia Markova, who has died in Bath aged 94, was the UK's first prima ballerina of the modern age, and, in her heyday, the greatest in the western world.

She was born Lilian Alicia Marks in London in 1910. Her parents were comfortably off - her father, a mining engineer, drove a Rolls Royce. When she was eight, her mother took a decision which changed her life. Fearing that she had flat feet and weak legs, she arranged for her to have ballet lessons. Very quickly it became apparent that she was something special. She was spotted by the Russian artistic impresario, Sergei Diaghilev, who wanted her to dance for his company, Ballets Russes. She became ill with diphtheria but kept in touch, and, eventually, with a governess in tow, joined Diaghilev in Monte Carlo when she was 14.

From here, she toured Europe, playing in all the top venues. It was Diaghilev who changed her name without even consulting her. Her life was one of great excitement. People such as Matisse and Stravinsky became like uncles to her, the latter put in charge of her musical education. Soon after Diaghilev's death in 1929, Alicia Markova returned to England and became Britain's first international ballerina. She helped launch the Ballet Club at the Mercury Theatre (later the Ballet Rambert), the Vic Wells Ballet, and then, with Anton Dolin, the Markova-Dolin Ballet of 1935-37. She also began working with young choreographers such as Anthony Tudor and Frederick Ashton who became huge influences on the direction of ballet in the west.

Her version of Giselle, all lightness and grace, is still considered to be among the finest ever. She was also outstanding in The Dying Swan. She was one of the first British ballerinas to take a major part in Les Sylphides. She, above all, helped popularise ballet both in Britain and in America.

Alicia Markova spent World War II in the United States where, in a re-formed Ballets Russes, she played to huge audiences. She even appeared in Hollywood movies. In 1950, back in England, she and Anton Dolin jointly established the Festival Ballet. She retired in 1963, an ""instant decision"" she said, ""largely because of a leg injury"". Created a Dame, she made a new career for herself as a teacher. She also travelled the world directing ballet companies and putting on shows. She became director of ballet for the Metropolitan Opera Ballet in New York, and for some years was full-time Professor of Ballet and Performing Arts in the University of Cincinnati. A critic once said of Dame Alicia Markova's dancing: ""She gave the illusion of moving as if she had no weight to get off the ground.""
","Dame Alicia Markova, 94, was the first prima ballerina of the modern age. she was spotted by the Russian artistic impresario, Sergei Diaghilev. she became ill with diphtheria but kept in touch with her."
022.txt,"Fears raised over ballet future

Fewer children in the UK are following in the dainty footsteps of dancers like Darcey Bussell, and carving out potential careers as ballet dancers.

New research from the Royal Academy of Dance (RAD) has found fewer children over the age of 10 are attending ballet classes and taking exams in the discipline. The organisation blames the growing popularity of computer games and other changes in lifestyle. And there are fears that if the trend is not reversed, there could be fewer British ballet stars in the future. The RAD found that the number of youngsters taking their ballet exams drops by almost 70% after the age of 10 or 11. Dance teacher Eve Trew, who has taught ballet for over 48 years, told BBC News she had seen a ""vast"" change over the years. She blamed modern lifestyles for the fall in ballet attendance. ""I think the children of many years ago did not have as many hobbies,"" she said. ""The trouble now is that they are wide open to computers, Gameboys and everything else children have got. ""As a result, there is less time being spent on ballet lessons.""

Hazel Gilbert, 23, an information manager from Newcastle, gave up ballet at the age of 10 and is typical of the problem. ""It's not a very cool thing to do when you go to 'big' school and I think you have to be very focused on ballet to want to carry on doing it,"" she said. ""I used to love it, but after a certain age it becomes much more disciplined and I didn't want that. ""I started getting into other things, like swimming and kickboxing, and ballet just wasn't something I wanted to do any more."" Ms Trew, who runs a dance school in Gateshead, admitted it would be ""very difficult"" to reverse the trend and said many young ballet dancers were no longer willing to make the sacrifices to succeed. ""You have to be very dedicated and you have to be very disciplined. ""It is a career that you have got to really want to do because it is such hard work. ""Children these days have not got the time to spend perfecting it... that is very sad.""

Currently, only two out of 16 principal dancers at the Royal Ballet - Darcey Bussell and Jonathan Cope - are British, compared to 16 of the 21 principals in 1985. But a spokesman for the English National Ballet told BBC News that although only two out of their 12 principal dancers were British, around a quarter of the company's dancers were from the UK. He said competition at open auditions in London was ""fierce"" between talented dancers from all over the world. The RAD have launched a new competition to try and reverse the decline in British ballet. Dame Antoinette Sibley, president of the RAD, launched the Fonteyn Nureyev Young Dancers competition earlier this week.

Aimed at children aged 10 to 13, it is hoped the contest will help keep British ballet evolving. A spokeswoman for the RAD said: ""It is our responsibility to re-ignite the passion and nurture young dancers for the long-term future of ballet. ""We need to provide them with a framework and a goal to work towards, with constant support and coaching in an environment where they can work with their peers and possibly leading artists and choreographers. ""Perhaps more importantly provide them with the opportunity to experience 'performance' themselves. ""What better way to reignite a passion for ballet than to let them experience the thrill of performance?""
",fewer children over the age of 10 are attending ballet classes and taking exams. the RAD blames the growing popularity of computer games and other changes in lifestyle. the number of youngsters taking their ballet exams drops by almost 70% after the age of 10 or 11.
023.txt,"Famed music director Viotti dies

Conductor Marcello Viotti, director of Venice's famous La Fenice Theatre, has died in Germany at 50.

Viotti, director of La Fenice since 2002, conducted at renowned opera houses worldwide including Milan's La Scala and the Vienna State Opera. His time at La Fenice coincided with its reopening in 2003 after it was destroyed by fire in 1996. He fell into a coma after suffering a stroke during rehearsals for Jules Massenet's Manon last week.

He conducted some of the best orchestras in the world including the Berlin Philharmonic and the English Chamber Orchestra. Viotti was born in Switzerland and studied the piano, cello and singing at the Lausanne Conservatory. His career breakthrough came in 1982 when he won first prize at the Gino Marinuzzi conducting competition in Italy. Viotti established himself as chief conductor of the Turin Opera and went on to become chief conductor of Munich's Radio Orchestra. At La Fenice Viotti was widely acclaimed for his production of the French composer Massenet's Thais and some of his other productions included Giuseppe Verdi's La Traviata and Richard Strauss's Ariadne auf Naxos.

The last opera he directed at La Fenice was Massenet's Le Roi de Lahore. Viotti's debut at the New York's Metropolitan Opera came in 2000 with Giacomo Puccini's Madame Butterfly, followed by La Boheme, La Traviata and Fromental Halevy's La Juive. Giampaolo Vianello, superintendent of the Fenice Theatre Foundation, said: ""I am filled with extreme sadness because, other than a great artist, he is missed as a friend - a main character in the latest joyous times, during the rebirth of our theatre."" Viotti's last public performance was on 5 February when he conducted Vincenzo Bellini's Norma at the Vienna State Opera.
","Viotti, director of la Fenice since 2002, conducted at renowned opera houses worldwide. his time at la Fenice coincided with its reopening in 2003 after it was destroyed by fire in 1996. his career breakthrough came in 1982 when he won first prize at the Gino Marinuzzi conducting competition in Italy."
024.txt,"Paraguay novel wins US book prize

A novel set in 19th century Paraguay has won the $10,000 (£5,390) fiction prize at the US National Book Awards.

Lily Tuck's The News From Paraguay is a fictionalised tale about Paraguayan leader Francisco Solano Lopez and his Irish mistress. But the annual awards, which were presented in New York on Wednesday, were not without controversy. Children's author Judy Blume, who was given an honourary medal, used the ceremony to speak out over censorship.

Sales of Blume's books have exceeded 75 million, but her work - which features frank narratives about families, religion and sexuality - is closely watched by the censors. Blume said: ""The urge to ban is contagious. It spreads like wildfire from community to community. Please speak out. Censors hate publicity."" Her medal marks the second year in a row the honourary prize went to someone as notable for popular success as literary greatness. Last year's honorary winner, Stephen King, accused the industry during the 2003 ceremony of snobbery against popular writers. But his argument that the award should help sell books instead of honouring excellence is not shared by everyone.

This year's fiction panel overlooked high-profile works such as Philip Roth's The Plot Against America and instead chose five little-known books, all by New York-based women. One fiction judge, Stewart O'Nan, carried around a note written on a napkin that said: ""I would hope that our caring more for the quality of a work than its sales figures make us a friend of books, not an enemy."" The National Book Awards non-fiction prize was awarded to Kevin Boyle's for Arc of Justice, which focuses on a black family's fight to live in a white Detroit neighbourhood in the 1920s. The award had created a lot of interest this year after the surprise inclusion of the of the 9-11 Commission Report looking into the events of the 11 September terrorist attacks on the US. Pete Hautman won the young people's literature prize for his novel Godless. The winner in the poetry category was Jean Valentine for Door in the Mountain: New and Collected Poems, 1965-2003.
","a novel set in 19th century paraguay has won the $10,000 (£5,390) fiction prize. children's author Judy Blume used the ceremony to speak out over censorship. her work features frank narratives about families, religion and sexuality."
025.txt,"New Harry Potter tops book chart

Harry Potter and the Half-Blood Prince has topped Amazon's book chart less than 24 hours after its release date - 16 July - was announced.

Thousands of customers placed pre-orders on the amazon.co.uk website for the sixth book in the series. Rowling revealed she had completed the novel on Tuesday, ahead of the scheduled announcement on 25 December. It will be published simultaneously in the UK, the US, Canada, Australia, New Zealand and South Africa. JK Rowling's fifth book in the wizard series, Harry Potter and Order of the Phoenix was Amazon's largest pre-ordered item ever, with 420,000 copies pre-ordered prior to its release in June 2003. Customers who pre-order Harry Potter and the Half-Blood Prince avoid standing in long queues at bookshops on the day of the book's release next July. ""The fact that the book has already hit number one in our Hot 100 books chart shows how incredibly excited customers are about the sixth Harry Potter,"" said Amazon's Robin Terrell.

Harry Potter and the Half-Blood Prince takes up the story of Harry Potter's sixth year at Hogwarts School of Witchcraft and Wizardry as Lord Voldemort grows stronger. Rowling has already revealed that the Half-Blood Prince is neither Harry nor Voldemort. And she added that the opening chapter of the book had been brewing in her mind for 13 years. Rowling said she had plenty of time while pregnant ""to tinker with the manuscript to my satisfaction and I am as happy as I have ever been with the end result"". She also previously revealed that a character will be killed in the sixth book, but she has given no hints as to who it might be. Following publication of the sixth book, just one novel remains to complete the series.
","new Harry Potter and the Half-Blood Prince topped amazon.co.uk's book chart. Thousands of customers placed pre-orders on the amazon.co.uk website. the sixth book in the series will be published simultaneously in the UK, the US, Canada, Australia, New Zealand and South Africa."
026.txt,"UK's National Gallery in the pink

The National Gallery, home to some of the UK's greatest artworks, has seen a big jump in visitor numbers.

Five million visitors made the London gallery - which houses treasures like Raphael's Madonna of the Pinks - the UK's most visited museum in 2004. It recorded a 13.8% rise in numbers and was the country's second most visited tourist attraction, behind Blackpool Pleasure Beach. Charles Saumarez Smith, the gallery's director, said he was ""delighted"". He said the number of visitors through the doors had boosted figures to pre-11 September 2001 levels. Mr Saumarez Smith added that the pedestrianisation of Trafalgar Square, where the gallery is located, and strong temporary collections throughout 2004 had led to the strong performance.

""Our 2004 exhibition programme of El Greco, Russian Landscape in the Age of Tolstoy and Raphael: From Urbino to Rome was particularly strong and exceeded all targets,"" he said. ""The exceptional quality of the paintings in our permanent collection is also huge draw for the public. ""The expectations of today's visitors are higher than ever and we have kept pace with their demands."" Mr Saumarez Smith said he was confident the gallery could maintain the attendance. ""With important exhibitions of the work of Caravaggio, Stubbs and Rubens in place for 2005, I am confident that the gallery is set for another highly successful year,"" he added. The figures were prepared by the Association of Leading Visitor Attractions (Alva).

It found that the figures had been boosted by an increase in Europeans travelling to the UK on budget airlines. Popular cultural tourist spots such as the Tate Modern and the Natural History Museum all recorded increases of more than 10% in visitor numbers compared with 2003. But for legal or confidentiality reasons some Alva members did not submit figures for 2004, including Buckingham Palace, Windsor Castle, Madame Tussauds and Alton Towers. Alva director Robin Broke said: ""Visits from Western Europe were up by 10% and from North America by some 9% compared to 2003, while numbers from the rest of the world rose 20%. ""European figures were helped by the rapid growth of low-cost flights to Britain from Europe, especially from new EU countries.""
",five million visitors made the London gallery the most visited museum in 2004. it recorded a 13.8% rise in visitor numbers and was the country's second most visited tourist attraction. the number of visitors through the doors had boosted figures to pre-11 September 2001 levels.
027.txt,"Lit Idol begins search for author

The second Pop Idol-style search for literary talent has begun with the help of the brother of Simon Cowell.

Writer Tony Cowell is among the judges who will hear aspiring writers read their work aloud. The winner gets a deal with literary agency Curtis Brown. ""I'm not going to be the Mr Nasty of books,"" said Cowell, 54, in reference to his brother's caustic remarks on TV shows Pop Idol and The X-Factor. The 2004 winner, Paul Cavanagh, went on to sign a deal with Harper Collins.

This year, the competition is specifically looking for a crime writer. Writers must submit up to 10,000 words from the opening chapters of their novels and a synopsis. Professional readers will choose a shortlist of five following the competition closing date on 14 January.

The final five will then have to read their work in front of judging panel. A public vote will also take place, which will account for 25% of the final decision. The winner will be announced at the London Book Fair on 14 March next year and could be screened on TV. ""It's very, very hard to find an agent and extremely difficult, without an agent, to get a publisher to look at your work,"" said Cowell. ""People do fall by the wayside and the more avenues we can provide for aspiring authors, the better,"" he added. Paul Cavanagh, a former university professor and health care consultant from Ontario in Canada, was one of 1,466 aspiring novelists to enter the first contest. He lifted the inaugural Lit Idol prize after reading aloud an excerpt of his work Northwest Passage. Three film studios are said to be interested in buying film rights for the book, even though it is not finished yet.
","the second pop Idol-style search for literary talent begins with the help of the brother of Simon Cowell. the winner gets a deal with literary agency Curtis Brown. the 2004 winner, Paul Cavanagh, signed a deal with Harper Collins."
028.txt,"Potter director signs Warner deal

Harry Potter director Alfonso Cuaron has signed a three-year deal with Hollywood studio Warner Brothers, according to Variety trade magazine.

The Mexican film-maker, who directed Harry Potter and the Prisoner of Azkaban, will produce mainstream movies and smaller Spanish-language films. ""We had a wonderful experience with Alfonso on Harry Potter,"" Warner producer Jeff Robinov told Variety. Cuaron's other films include Mexican movie Y Tu Mama Tambien.

The 2001 rites-of-passage drama about two teenage boys who embark on a relationship with an older woman, brought Cuaron international attention - and box office glory.

It also won him and his brother Carlos, with whom he co-wrote the screenplay, an Oscar nomination for best original screenplay. Warner will distribute Cuaron's films in several languages outside the US. ""This deal will give us the opportunity to collaborate with Alfonso on movies that make the most of his artistry and vision, and continue to offer him the mainstream worldwide audiences that our studio provides so successfully,"" said Mr Robinov.

His first film for Warner Brothers was 1995's family fantasy movie A Little Princess. Based on the novel by Frances Hodgson Burnett, A Little Princess tells the story of a young girl who is sent to live in a New York boarding school when her widowed father enlists for war. After the erotic nature of Y Tu Mama Tambien, Cuaron was a surprise choice to direct the third Harry Potter film but his dark interpretation was received well by the public and critics alike.
",the film-maker will produce mainstream movies and smaller Spanish-language films. cuaron's other films include Mexican movie Y Tu Mama Tambien. he will distribute his films in several languages outside the us.
029.txt,"Baghdad Blogger on big screen

A film based on the internet musings of the ""Baghdad Blogger"" has been shown at the Rotterdam Film Festival.

The film has been directed by the man who calls himself Salam Pax, the author of the weblog about Iraqi life during and after the war. The movie version comes in the form of a series of shorts made by Pax on a hand-held camera. Baghdad Blogger is among a number of films about Iraq showcased at the Dutch festival, which runs until Sunday. Following the fascination with the writing of Salam Pax - not his real name - he began a regular column in The Guardian newspaper and was given a crash course in documentary film-making. For the film he travelled Iraq to document the changing landscape of the country and the problems it has faced since the invasion, speaking to ordinary Iraqis about their experiences. The festival will also see the screening of Underexposure, one of Iraq's first features to emerge since the toppling of Saddam Hussein.

Director Oday Rasheed made the film on discarded 1980s Kodak film taken from the remains for the former Ministry of Culture building. It centres on the lives of families and strangers going about their everyday business as Baghdad is under siege. Rasheed said the title was refers to the isolation felt by Iraqis under Saddam's regime and the difficult time the country is now experiencing. ""Saddam's regime was hell, but now I think the hell has doubled,"" Rasheed said. The festival was also due to screen murdered Dutch film-maker Theo Van Gogh's film about the treatment of woman under Islam, but it was withdrawn due to safety fears. Van Gogh was shot and stabbed in November 2004, following death threats he received about his film Submission.
","the film is based on the internet musings of the ""Baghdad Blogger"" the film has been directed by the man who calls himself Salam Pax. the movie version comes in the form of a series of shorts made by Pax on a hand-held camera."
030.txt,"US critics laud comedy Sideways

Road trip comedy Sideways has had more praise heaped on it by two US critics' associations, adding to honours it has already picked up.

The Chicago Film Critics Association (CFCA) named it winner in five categories including best film and best actor for Paul Giamatti. But the director award went to Clint Eastwood for Million Dollar Baby. The Southeastern Film Critics also awarded Sideways its best film of the year accolade. Director Alexander Payne was named best director, and he also won best screenplay shared with Jim Taylor. The CFCA awarded Thomas Haden Church the best supporting actor prize and Virginia Madsen the best supporting actress award for their roles in the film.

Sideways has already been voted best film by critics associations in New York and Los Angeles and has been nominated for a Golden Globe. British actress Imelda Staunton won the CFCA best actress for the gritty abortion drama Vera Drake, adding to a growing list of awards she has won for her performance in the Mike Leigh film. Scrubs star Zach Braff was named best new director for his debut Garden State. Michael Moore's controversial documentary Fahrenheit 9/11 won the best documentary, while A Very Long Engagement won best foreign film. The Chicago critics have yet to name a date for when their awards ceremony will be held.
",the CFCA named it winner in five categories including best film and best actor for Paul Giamatti. but the director award went to Clint Eastwood for million dollar baby. the CFCA also awarded Sideways its best film of the year accolade.
031.txt,"Dirty Den's demise seen by 14m

More than 14 million people saw ""Dirty"" Den Watts killed off on Friday, marking EastEnders' 20th anniversary, according to unofficial figures.

Den's death came 16 years after he was supposedly shot in 1989. But he came back to the show in September 2003. The audience for BBC One's one-hour special averaged 13.7 million and peaked at 14.2 million in the last 15 minutes, overnight figures showed. Den died after being confronted by Zoe, Chrissie and Sam in the Queen Vic.

If the ratings are confirmed, the episode will have given the soap its highest audience for a year. The overnight figures showed almost 60% of the viewing public tuned into EastEnders between 2000 and 2100 GMT, leaving ITV1 with about 13%. ""We are very pleased with the figures,"" a BBC spokesman said. ""It shows viewers have really enjoyed the story of Den's demise."" The show's highest audience came at Christmas 1986, when more than 30 million tuned in to see Den, played by Leslie Grantham, hand divorce papers to wife Angie.

Two years later, 24 million saw him apparently shot by a man with a bunch of daffodils by a canal. More than 16 million viewers watched his return in 2003. The show's ratings have since settled down to about 12 million per episode. Grantham hit the headlines in May after a newspaper printed photographs of him apparently exposing himself via a webcam from his dressing room. He also allegedly insulted four co-stars. He apologised for his ""deplorable actions"" and ""a moment's stupidity"".
","""Dirty"" Den Watts was shot in 1989. he came back to the show in 2003. if the ratings are confirmed, the episode will have given the soap its highest audience for a year."
032.txt,"Redford's vision of Sundance

Despite sporting a corduroy cap pulled low over his face plus a pair of dark glasses, Robert Redford cuts an unmistakable figure through the star-struck crowds at Sundance.

It's a rare downtown appearance for the man who started the annual festival in Park City, Utah back in the 1980s. Now in its twenty-first year, Sundance continues to grow. Some 45,000 people are estimated to have descended on this small ski town with nothing but movies on the mind. It's an opportunity to meet and make deals. Redford wanted Sundance to be a platform for independent film-makers, but the commercial success of many showcased films have led to criticism that the festival is becoming too mainstream.

Smaller festivals like Slamdance and XDance, which take place during the same week in Park City, are competing for Sundance's limelight. But Redford is not worried. ""The more the merrier,"" he says. ""The point was to create opportunities for people who may not have them. ""Once independent film had a place where the work could be seen, suddenly the merchants came. With them the celebrities came, then the paparazzi - and suddenly it began to take on a whole new tone,"" explains Redford.

""People started to say we had gone mainstream and Hollywood, but actually Hollywood came to us because suddenly there was good business in independent film,"" he adds. International film-makers have always been celebrated here, but 2005 is the first year a dedicated World Dramatic and Documentary competition is being held.

Redford wants the festival to encompass viewpoints he believes the American media fails to reflect, particularly how the US is perceived internationally. He has never hidden the fact that he is a Democrat. But he reserves particular disdain for the current Republican administration. ""It's the ability to maintain the importance of dissent in a democratic system which right now is under threat with the attitude of this administration,"" he says. ""I think many voices are being shut down or accused of being unpatriotic if they want to express another point of view. That's very unhealthy and very dangerous.

""If we take that policy into the world, there will be the same victims and the same consequences."" Sundance isn't just one big screening. There are discussion panels and Q&A sessions with directors tackling controversial topics like America's ""culture wars"" and the Iraq war. While Redford wishes the festival to be a forum for dissent, the profile of the audience is fairly monolithic. Educated, middle class and predominantly white Americans comes Sundance, with views from the same end of the political spectrum - anti-war and socially liberal. But Redford knows this and started the Sundance TV Channel in an effort to reach a wider audience. ""When you look at the films here, what we are presenting is very much egalitarian. And it's about good films and good story-telling be it African America, Asian, women, gay, lesbian. ""Sooner or later we will do away with those stereotypical labels and people will say 'it's just a film by so-and so'.""
",sundance is an opportunity to meet and make deals. critics say the festival is becoming too mainstream. he wants the festival to encompass viewpoints he believes the american media fails to reflect.
033.txt,"DVD review: Harry Potter and the Prisoner of Azkaban

This third Harry Potter film brought a change of director and a dramatic visual shake-up that really shines on DVD.

Gone are the warm, bright colours found in the two earlier films, Alfonso Cuaron brings in a bleak and cold feel that is simply gorgeous - and looks even better here than in the cinema. It is all part of the progression of Harry's story into darker areas, but you'll spend time just marvelling at the beautiful Hogwarts landscape.

This is the first Potter film where you get so lost in the screen adaptation that you forget the book. It is the third year at Hogwarts and studies are interrupted, as they always are, by a calamity that only Harry, Ron and Hermione can put right.

It sounds corny. But Harry is no longer the winsome hero, he is a moody teenager and Daniel Radcliffe pulls it off very well. Emma Watson is ever better as Hermione, and the young stars are joined by the usual myriad famous actors including Gary Oldman and Emma Thompson. The film itself is the reason to buy this DVD. But it is laden with behind-the-scenes extras, including funny, if shallow, interviews with all the main cast. But what seems like a long list of features can be swiftly whittled down to the few that you are going to watch. Younger viewers will go for the games which include a Magic You May Have Missed memory test, and Crookshanks chasing off after Scabbers. Adult viewers will ignore those and go straight to the deleted scenes. You will understand why they were deleted but it is fun to see more footage - and not have to hunt through endless menus to find it, as we did on the first Harry Potter DVD. The most interesting pieces are an interview with JK Rowling in Creating The Vision and Conjuring A Scene, a short featurette about the making of the film's big moments.
","this is the first Harry Potter film where you get lost in the screen adaptation that you forget the book. it is the third year at Hogwarts and studies are interrupted by a calamity that only Harry, Ron and Hermione can put right. the film itself is the reason to buy this DVD."
034.txt,"Vera Drake scoops film award

Oscar hopefuls Mike Leigh and Imelda Staunton were both winners at the 2004 Evening Standard British Film Awards.

Vera Drake - Leigh's 1950s drama about a backstreet abortionist - was named best film and Staunton, who played the title role, was named best actress. Other winners included Paddy Considine, who was crowned best actor for his role in Dead Man's Shoes. Bridget Jones: The Edge of Reason was named Evening Standard Readers' Film of 2004 at the central London ceremony.

Leigh was presented with his winner's statuette by Timothy Spall and Staunton's award was announced by Patrick Stewart, during the glittering ceremony at The Savoy on Sunday night. Evening Standard film critic Derek Malcolm said: ""He [Leigh] has never made a film that is better controlled and technically more secure... If this isn't one of the films of the year, I don't know what is."" The Alexander Walker Special Award - which honours those who have made a supreme contribution to British film - went to Tim Bevan and Eric Fellner, the co-chairmen of Working Title films. The production company is behind films such as My Beautiful Laundrette, Billy Elliot, About A Boy, Shaun of The Dead and Bridget Jones: The Edge of Reason.

Simon Pegg, who stars in and co-wrote Shaun of the Dead, won the 2004 Peter Sellers Award For Comedy. Other winners included Emily Blunt and Nathalie Press who were jointly named ITV London Most Promising Newcomer Award for their performances in Pawel Pawlikowski's rites-of-passage story, My Summer of Love. Pawlikowski won the best screenplay statuette, while Roger Deakins won the Technical Achievement Award for his cinematography on The Village and The Ladykillers. Guests at the ceremony included Dame Judi Dench, Kim Cattrall, Charles Dance, Bill Nighy and Colin Firth. The awards, which were hosted by Jack Dee, are to be screened on ITV London on Tuesday at 2300 GMT.
",vera Drake and Imelda Staunton were both winners at the 2004 Evening Standard British Film Awards. leigh's 1950s drama about a backstreet abortionist was named best film.
035.txt,"Hundreds vie for best film Oscar

A total of 267 films are eligible for the best film Oscar but only five will be chosen to go forward as nominees.

The Academy of Motion Picture, Arts and Sciences has sent out the first ballot papers with the full list of films vying for recognition. Among those expected to receive nominations are The Aviator, Million Dollar Baby and Sideways. Academy members will now vote for their favourites before the final nominees are announced on 25 January.

To be eligible for nomination a film must have been shown in a commercial theatre for seven consecutive days before the deadline of 31 December. Director Martin Scorsese's The Aviator, starring Leonardo DiCaprio went on general release on Christmas Day in the US, ensuring it just made the deadline. Studios have already begun lobbying voters, taking out full page adverts in trade publications such as Variety urging them to remember particular films when it comes to choosing what to back. Other movies tipped for possible success include Closer, starring Jude Law and Julia Roberts, Finding Neverland, with Johnny Depp as author JM Barry and Kinsey starring Liam Neeson as the famed sex scientist Alfred Kinsey. Meanwhile, design engineer Takuo Miyagishima will be awarded an Oscar at the Scientific and Technical Awards Dinner on 12 February 2005. Miyagishima is the 18th recipient of the Sawyer Award, which is ""presented to an individual in the motion picture industry whose technological contributions have brought credit to the industry."" The main Oscar ceremony will be held in Los Angeles on 27 February.
","the academy of motion picture, arts and sciences has sent out the first ballot papers with the full list of films vying for recognition. a total of 267 films are eligible for the best film Oscar but only five will be chosen to go forward as nominees. the final nominees are announced on 25 January."
036.txt,"Hanks greeted at wintry premiere

Hollywood star Tom Hanks was in London's Leicester Square for the UK premiere of Polar Express.

The West End landmark was turned into a festive landscape complete with snow and carol singers to celebrate the arrival of the animated film. ""This is Leicester Square like you've never seen it before,"" said Hanks, who plays five roles in the movie. Polar Express is based on a children's book which tells the story of a young boy's journey to meet Santa Claus. The 48-year-old actor crossed a three-metre high bridge built in the square, which he said was ""almost impossible to get across"". Hundreds of fans greeted the star, all wearing Santa hats, and mince pies were on offer. Hanks said that the new film has an ""elegant message"". ""Christmas is a special time of the year and you get out of it what you put into it,"" added the two-time Academy Award winner.

""I believe in the spirit of Christmas and I think that's embodied in Santa Claus,"" he said. Polar Express uses technology similar to that used in Lord of the Rings to bring Gollum to life. The ""performance capture"" technique enables Hanks to play a number of roles, including the eight-year-old boy who is at the centre of the story, and Father Christmas. It is directed by Robert Zemeckis, who has previously worked with Hanks on Forrest Gump and Castaway.
",the film is based on a children's book which tells the story of a young boy's journey to meet Santa Claus. the 48-year-old actor crossed a three-metre high bridge built in the square. the film uses technology similar to that used in Lord of the Rings to bring Gollum to life.
037.txt,"Film row over Pirates 'cannibals'

Plans to portray Dominica's Carib Indians as cannibals in the sequel to hit film Pirates of the Caribbean have been criticised by the group's chief.

Carib Chief Charles Williams said talks with Disney's producers revealed there was ""a strong element of cannibalism in the script which cannot be removed"". The Caribbean island's government said Disney planned to film in Dominica. The Caribs have long denied their ancestors practised cannibalism. Disney was unavailable for comment. ""Our ancestors stood up against early European conquerors and because they stood up...we were labelled savages and cannibals up to today,"" said Mr Williams.

""This cannot be perpetuated in movies."" Shooting on the sequel is expected to begin in April, with hundreds of Dominicans applying to be extras in the movie.

About 3,000 Caribs live on the island of Dominica, which has a population of 70,000. Many Caribs were killed by disease and war during colonisation up to the 1600s. Mr Williams said he had received support from indigenous groups around the world in his efforts to have cannibalism references removed from the film. But he admitted there were some members of the Carib council who did not support the campaign. He said some did not ""understand our history, they are weak and are not committed to the cause of the Carib people"". The first Pirates of the Caribbean film took $305m (£162m) at the box office in the US alone. The cast and crew are to work on two sequels back-to-back, with the first to be released in 2006.
","3,000 caribs live on the island of Dominica, which has a population of 70,000. the first pirates of the Caribbean film took $305m (£162m) at the box office. the cast and crew are to work on two sequels back-to-back."
038.txt,"Stars gear up for Bafta ceremony

Film stars from across the globe are preparing to walk the red carpet at this year's Bafta award ceremony.

The 2005 Orange British Academy Film Awards are being held at The Odeon in London's Leicester Square. A host of Hollywood stars, including Cate Blanchett, Leonardo DiCaprio, Keanu Reeves and Richard Gere, are expected to attend Saturday's ceremony. Hosted by Stephen Fry, the glittering ceremony will be broadcast on BBC One at 2010 GMT.

Other actors expected to add to the glamour of the biggest night in UK film are Gael Garcia Bernal, Imelda Staunton, Diane Kruger, Christian Slater, Anjelica Huston, Helen Mirren and former James Bond star Pierce Brosnan. Hollywood blockbuster The Aviator, starring DiCaprio, leads the field with 14 nominations, including best film.

It is up against Eternal Sunshine of the Spotless Mind, Finding Neverland, The Motorcycle Diaries and British film Vera Drake, which has 11 nominations. British hope Imelda Staunton is one of the favourites to land the best actress award for her gritty role as a backstreet abortionist in the small-budget film. Other nominees in the best actress category include Charlize Theron for Monster, Ziyi Zhang for House of Flying Daggers and UK star Kate Winslet, who has two nods for her roles in Eternal Sunshine of the Spotless Mind and Finding Neverland.

DiCaprio faces competition from Bernal, Jamie Foxx, Jim Carrey and Johnny Depp in the best actor category. And British actor Clive Owen is hoping to repeat his Golden Globe success with a best supporting actor award for his role in Closer. His co-star Natalie Portman is up against Blanchett, Heather Craney, Julie Cristie and Meryl Streep in the best supporting actress category. Mike Leigh is up for the best director award for Vera Drake, alongside Martin Scorsese for The Aviator, Michael Mann for Collateral, Michel Gondry for Eternal Sunshine of the Spotless Mind and Marc Forster for Finding Neverland.
","the 2005 Orange British Academy Film Awards are being held at the Odeon in Leicester Square. a host of stars, including cate Blanchett, Leonardo DiCaprio, Keanu Reeves and Richard Gere, are expected to attend."
